name,type_code,us_node,ds_node,length,diameter,slope,roughness,shape,us_invert,ds_invert
7965,136,35-4-1,35-1-42.1,164.96,0.67,0.96,0.013,1,4762.53,4760.94
7966,136,35-1-42.1,35-1-42,204.39,0.67,0.69,0.013,1,4760.92,4759.51
7968,136,21-1-3,21-1-2,161.03,0.667,4.403,0.013,1,4453.77,4446.68
7982,136,20-4-35,20-4-36,336.25,3.25,0.018,0.013,1,4403.01,4402.95
7986,136,27-3-90,27-3-89,122.63,0.83,7.5,0.013,1,4652.08,4642.88
7991,136,28-4-21,28-4-15,399.05,1.25,1.49,0.013,1,4548.15,4542.21
7994,136,35-2-2,35-2-1,327.18,0.67,1.07,0.013,1,4671.32,4667.82
7999,136,26-3-76,26-3-75,111.66,1,0.036,0.013,1,4855.77,4855.73
8062,136,7-3-37,7-3-36.1,47.38,1.5,0.169,0.013,1,4276.6,4276.52
8063,136,7-3-36.1,7-3-36,227.59,1.5,0.127,0.013,1,4276.47,4276.18
8081,136,3-4-28,3-4-28.1,46.68,0.83,1.09,0.013,1,4820.01,4819.5
8084,136,9S-2-2,9S-2-3,272.92,1,0.26,0.013,1,4774.48,4773.77
8085,136,26-2-24,26-2-24.1,62.22,0.83,1.077,0.013,1,4778.97,4778.3
8086,136,26-2-24.1,26-2-28,350.72,0.83,0.208,0.013,1,4777.69,4776.96
8088,136,35-3-60,35-3-58,150.53,0.67,0.478,0.013,1,5016.76,5016.04
8090,136,16-4-19,16-4-18,201.52,1.25,0.37,0.013,1,4420.64,4419.89
8100,136,9S-1-57,9S-1-53,240.26,0.67,0.33,0.013,1,4773.7,4772.91
8131,136,12-3-4,12-3-3,196.89,0.83,4.49,0.013,1,5292.97,5284.12
8133,136,12-3-27,12-3-5,298.44,0.83,5.18,0.013,1,5318.13,5302.66
8139,136,12-3-6,12-3-4,112.45,0.83,3.23,0.013,1,5296.73,5293.1
8140,136,12-3-5,12-3-6,192.14,0.83,2.99,0.013,1,5302.5,5296.75
8142,136,12-3-28,12-3-27,298.26,0.83,2.67,0.013,1,5326.2,5318.23
8143,136,12-3-29,12-3-28,223.7,0.83,2.27,0.013,1,5331.39,5326.32
8144,136,12-3-30,12-3-29,132.39,0.83,1.94,0.013,1,5334.43,5331.86
8145,136,12-3-31,12-3-30,136.29,0.83,1.29,0.013,1,5336.2,5334.44
8146,136,12-3-32,12-3-31,94.8,0.83,2,0.013,1,5338.14,5336.24
8150,136,29-3-52,20-4-65,164.28,2.25,0.77,0.013,1,4430.32,4429.05
8155,136,21-2-24,21-2-23.1,319.07,0.83,0.74,0.013,1,4405.69,4403.32
8156,136,21-2-23.1,21-2-23,101.45,0.83,0.64,0.013,1,4403.15,4402.5
8159,136,29-4-39,29-3-1,33.8,1,3.31,0.013,1,4485.29,4484.17
8160,136,29-3-1,29-3-2,138.27,1,3.6,0.013,1,4483.99,4479.01
8161,136,29-4-40.1,29-3-33,187.74,1.25,1.68,0.013,1,4487.03,4483.87
817,136,3-3-2,3-3-1,101.81,0.67,1.82,0.013,1,4852.49,4850.64
818,136,3-3-3,3-3-2,142.52,0.67,0.25,0.013,1,4852.96,4852.6
8188,136,28-2-68,28-2-69,155.07,0.67,2.48,0.013,1,4517.56,4513.72
819,136,3-3-4,3-3-3,145.49,0.67,1.31,0.013,1,4855.25,4853.35
8192,136,34-2-9.1,34-2-73,86.18,0.67,1.76,0.013,1,4633.52,4632
8193,136,34-2-73,34-2-9,171.61,0.67,1.58,0.013,1,4631.33,4628.61
820,136,3-4-95,3-3-4,198.61,0.67,0.23,0.013,1,4855.87,4855.41
8207,136,8-1-22.1,8-1-23,373.25,2.5,0.793,0.013,1,4308.95,4305.99
8208,136,8-1-23,8-1-24,377.63,2.5,0.6,0.013,1,4305.94,4303.66
8210,136,22-3-44,22-3-43.1,347.37,1.25,0.95,0.013,1,4605.64,4602.35
8212,136,5-3-10,5-3-9,438.08,1.5,1.12,0.013,1,4718.93,4714.01
8235,136,5-3-7,5-3-7.1,96.35,1.5,5.086,0.013,1,4683.34,4678.44
8236,136,5-3-7.1,5-3-6,317.04,1.5,5.26,0.013,1,4678.35,4661.68
8254,136,32-4-57,32-4-29,37.52,1.25,1.92,0.013,1,4556.23,4555.51
8275,136,23-1-83,23-1-77.2,31.32,0.83,0.607,0.013,1,4634.13,4633.94
8276,136,23-1-77.2,23-1-77.1,70.58,0.83,0.198,0.013,1,4633.74,4633.6
8277,136,23-1-77.1,23-1-77,17.52,0.83,1.37,0.013,1,4633.51,4633.27
8294,136,4-4-10,4-4-11,319.67,1,0.657,0.013,1,4723.84,4721.74
8310,136,4-4-113,4-4-2,23.32,1.75,1.11,0.013,1,4726.51,4726.25
8312,136,4-4-115,4-4-114,392.34,1.5,7.37,0.013,1,4765.06,4736.14
8313,136,9S-2-71,4-4-115,120.2,1.75,0.63,0.013,1,4766.18,4765.42
8314,136,9S-2-72,9S-2-71,279.17,1.75,0.18,0.013,1,4766.84,4766.35
8315,136,9S-2-73,9S-2-72,413.99,1.75,0.2,0.013,1,4767.95,4767.13
8316,136,9S-2-74,9S-2-73,395.14,1.75,0.22,0.013,1,4768.97,4768.09
8317,136,9S-2-75,9S-2-74,400.67,1.75,0.24,0.013,1,4770.08,4769.1
8318,136,9S-2-76,9S-2-75,419.93,1.75,0.2,0.013,1,4771.12,4770.29
8319,136,9S-3-73,9S-2-76,347.81,1.75,0.26,0.013,1,4772.03,4771.13
8320,136,9S-3-74,9S-3-73,139.46,1.75,0.12,0.013,1,4772.24,4772.07
8321,136,9S-3-75,9S-3-74,80.87,1.75,0.16,0.013,1,4772.49,4772.36
8322,136,9S-3-76,9S-3-75,39.66,1.75,0.15,0.013,1,4772.65,4772.59
8323,136,9S-3-77,9S-3-76,526.44,1.75,0.215,0.013,1,4773.82,4772.69
8324,136,9S-3-78,9S-3-77,227.4,1.75,1.196,0.013,1,4776.6,4773.88
8325,136,9S-3-79,9S-3-78,69.47,1.75,1.4,0.013,1,4777.63,4776.66
8326,136,9S-3-80,9S-3-79,153.13,1.75,1.51,0.013,1,4780.04,4777.73
8327,136,9S-3-81,9S-3-80,396.99,1.75,1.56,0.013,1,4786.28,4780.08
8328,136,9S-3-82,9S-3-81,401.53,1.75,0.67,0.013,1,4789.05,4786.37
8331,136,3-1-117,9S-3-82,359.36,1.75,0.749,0.013,1,4792.14,4789.45
8332,136,3-1-118,3-1-117,40.23,1.75,0.746,0.013,1,4792.48,4792.18
8333,136,3-1-119,3-1-118,397.29,1.75,1.63,0.013,1,4799.33,4792.84
8334,136,3-1-120,3-1-119.1,332.88,1.75,1.66,0.013,1,4806.26,4800.72
8335,136,3-1-121,3-1-120,21.78,1.75,6.7,0.013,1,4807.72,4806.26
8337,136,3-1-13,3-1-121,387.98,0.83,4.81,0.013,1,4827.46,4808.81
8350,136,10-3-69,10-3-68,308.83,0.67,9.72,0.013,1,4908.38,4878.37
8353,136,5-2-27,5-2-57,304.93,6.67,1.397,0.013,1,4643.07,4638.81
8355,136,4-4-23,4-4-24,347.34,1,7.719,0.013,1,4719.01,4692.2
8369,136,21-4-94,21-3-87,22.14,1.25,2.12,0.013,1,4459.52,4459.05
8374,136,22-3-5,22-2-32,25.73,1,1.59,0.013,1,4504.9,4504.49
8376,136,27-2-103,27-2-102,351.87,1,2.26,0.013,1,4578.17,4570.21
8380,136,20-4-32.1,20-4-32,17.45,0.83,13.926,0.013,1,4411.16,4408.73
8381,136,34-2-19,33-3-51.2,350.57,1.25,0.782,0.013,1,4578.51,4575.77
8382,136,33-3-51.2,33-3-51.1,216.48,1.5,1.77,0.013,1,4575.56,4571.72
8383,136,33-3-51.1,33-3-51,396.07,1.5,0.71,0.013,1,4571.69,4568.86
8431,136,33-1-74,33-1-73,9.95,0.67,4.42,0.013,1,4620.88,4620.44
8438,136,17-2-50,17-2-53.2,207.94,2.5,1.08,0.013,1,4337.76,4335.52
8441,136,34-4-64.3,34-4-64.2,228.33,1.25,0.438,0.013,1,4678.63,4677.63
8442,136,34-4-64.2,34-4-64,78.38,1.25,5.282,0.013,1,4677.41,4673.27
8444,136,34-3-26.1,34-3-26,178.32,1.25,1.34,0.013,1,4666.77,4664.38
8445,136,34-3-26,34-3-23,170.24,1.25,0.129,0.013,1,4664.15,4663.93
8448,136,34-3-88,34-3-89,279.88,1.25,0.13,0.013,1,4663.66,4663.3
8449,136,34-3-89,34-3-90,134.46,1.25,0.16,0.013,1,4663.1,4662.88
8451,136,34-3-90,34-3-91,109.21,1.25,0.13,0.013,1,4662.78,4662.64
8453,136,34-3-91,34-3-92,89.3,1.25,0.2,0.013,1,4662.64,4662.46
8454,136,34-3-92,34-3-93,124.11,1.25,2.05,0.013,1,4662.27,4659.73
8455,136,34-3-93,34-3-14,101.18,1.25,8.91,0.013,1,4659.55,4650.53
8457,136,34-4-64,34-3-26.1,166.29,1.25,3.849,0.013,1,4673.08,4666.68
8470,136,1N-2-102,1N-2-101,153.28,3.5,0.12,0.013,1,4244.31,4244.13
8471,136,1N-2-103,1N-2-102,18.23,3.5,0.49,0.013,1,4244.41,4244.32
8472,136,1N-2-104,1N-2-103,363.97,3.5,0.17,0.013,1,4245.06,4244.44
8473,136,1N-2-105,1N-2-104,292.28,3.5,0.1,0.013,1,4245.37,4245.09
8474,136,1N-2-106,1N-2-105,21.42,3.5,1.4,0.013,1,4245.7,4245.4
8475,136,1N-2-106.1,1N-2-106,5.83,2.5,2.06,0.013,1,4247.63,4247.51
8477,136,1N-2-54,1N-2-106.1,348.62,2.5,0.26,0.013,1,4250.12,4249.2
8484,136,1N-2-101,1N-2-CV1,58.51,3.5,0.137,0.013,1,4244.08,4244
8487,136,1N-2-22,1N-2-CV1,27.69,3.25,5.2,0.013,1,4246.11,4244.67
8489,136,23-2-17,23-2-8,156.64,0.67,0.313,0.013,1,4637.42,4636.93
8493,136,11-2-27,11-2-86,31.3,0.83,2.94,0.013,1,5079.35,5078.43
8494,136,11-2-86,11-2-23,354.83,0.83,3.47,0.013,1,5078.13,5065.8
8545,136,33-3-60,33-3-37,344.1,0.667,4.786,0.013,1,4603.43,4586.96
8546,136,33-3-61,33-3-60,86.12,1,0.813,0.013,1,4604.71,4604.01
8547,136,33-3-62,33-3-61,115.59,1,0.753,0.013,1,4605.7,4604.83
8548,136,33-3-63,33-3-62,228.65,1,1.085,0.013,1,4608.21,4605.73
8556,136,33-3-64,33-3-63,148.01,1,0.297,0.013,1,4608.83,4608.39
8557,136,33-3-65,33-3-64,322.02,1,0.391,0.013,1,4610.21,4608.95
8558,136,33-4-106,33-3-65,314.64,1,0.429,0.013,1,4611.61,4610.26
8597,136,5-2-21,5-2-20,325.49,1,1.77,0.013,1,4663.87,4658.11
8599,136,20-2-17,20-2-18,399.42,0.667,0.951,0.013,1,4377.1,4373.3
8600,136,20-2-23,17-1-10,314.18,0.833,1.2,0.013,1,4371.87,4368.1
8634,136,26-2-99,26-2-96.1,153.36,1.25,2.426,0.013,1,4820.45,4816.73
8635,136,26-2-96.1,26-2-96,199.32,1.25,1.691,0.013,1,4816.67,4813.3
8640,136,9S-1-1,9S-1-LiftS,85.79,0.67,1.13,0.013,1,4689.34,4688.37
8667,136,33-3-36.1,33-3-36,280.31,1,2.44,0.013,1,4571.46,4564.61
8688,136,28-4-35,28-4-34,422.26,0.67,0.33,0.013,1,4572.68,4571.28
8704,136,3-1-119.1,3-1-119,61.9,1.75,1.41,0.013,1,4800.42,4799.55
8705,136,3-1-13.1,3-1-13,408.2,1,1.85,0.013,1,4835.07,4827.52
8708,136,9S-2-50.1,9S-2-50,154.39,1,0.376,0.013,1,4740.06,4739.48
8709,136,9S-2-34,9S-2-50.1,234.27,1,0.376,0.013,1,4740.96,4740.08
8711,136,4-4-2,4-4-1,14.03,1,0.36,0.013,1,4726.09,4726.04
8732,136,5-2-2.1,5-2-2,43.54,1.5,1.19,0.013,1,4630.8,4630.28
8733,136,5-2-2.2,5-2-2.1,162.47,1.5,0.81,0.013,1,4632.18,4630.86
8734,136,5-2-2.3,5-2-2.2,3.54,1.5,9.887,0.013,1,4632.58,4632.23
8736,136,27-1-47.1,27-1-47,83.85,1,0.334,0.013,1,4773.29,4773.01
8746,136,34-3-9.0,34-3-7,297.43,1.25,1.674,0.013,1,4633.97,4628.99
8748,136,29-3-22,29-3-28.5,164.17,1.25,0.603,0.013,1,4453.2,4452.21
8749,136,29-3-28.5,29-3-28,212.64,1.25,0.329,0.013,1,4452.14,4451.44
8753,136,22-3-41,22-3-40,280.23,1.25,0.72,0.013,1,4572.17,4570.16
8755,136,21-1-53.1,21-1-53,60.7,1.75,0.97,0.013,1,4424.21,4423.62
8787,136,33-4-92,33-4-106,114.4,1,0.874,0.013,1,4612.67,4611.67
8811,136,34-2-75,34-2-8,39.23,0.67,0.561,0.013,1,4626.01,4625.79
8813,136,34-2-9,34-2-75,360.14,0.67,0.7,0.013,1,4628.59,4626.06
8819,136,27-2-69.1,27-2-55,288.91,1,2.43,0.013,1,4532.21,4525.2
8824,136,1N-2-CV1,1N-2-CV2,700.97,5,0.929,0.013,1,4243.27,4236.76
8836,136,1N-3-6.1,1N-3-6,21.98,2.75,0.23,0.013,1,4252,4249.83
8841,136,17-2-53.2,17-2-53,504.81,2.5,0.45,0.013,1,4334.98,4332.71
8843,136,17-2-56,17-2-57,292.3,2.5,0.64,0.013,1,4325.97,4324.09
8845,136,3-4-28.1,3-1-76,299.23,0.83,2.45,0.013,1,4819.26,4811.93
8900,136,1N-2-106.2,1N-2-106,336.05,3.5,0,0.013,1,4247.14,4245.71
8908,136,9S-4-111.1,9S-4-111,107.26,0.667,4.75,0.013,1,4850.45,4845.35
8930,136,20-4-47,20-4-69,102.49,2.75,0.224,0.013,1,4407.07,4406.84
8931,136,20-4-69,20-4-46,270.84,2.75,0.063,0.013,1,4406.84,4406.67
8935,136,11-3-27,11-3-48,122.09,0.83,1.802,0.013,1,5155.01,5152.81
8936,136,11-3-48,11-3-19,96.62,0.83,1.459,0.013,1,5152.76,5151.35
8939,136,26-3-73.5,26-3-73,145.2,1,0.276,0.013,1,4854.81,4854.41
8940,136,22-2-3.1,22-2-1,202.76,2,0.59,0.013,1,4464.41,4463.22
8948,136,8-3-17.1,8-3-17,42.6,1.5,0.56,0.013,1,4312.18,4311.94
8950,136,21-3-84.1,21-3-84,264.73,1.5,1.81,0.013,1,4449.87,4445.08
8953,136,12-3-10.1,12-3-10,300.93,0.667,4.5,0.013,1,5377.91,5364.37
9010,136,12-2-5,12-2-3,332.53,1,4.117,0.013,1,5184.78,5171.09
9055,138,9S-1-LiftS,9S-2-33,3181,0.5,-1.981,0.013,1,4680,4743
9059,136,8-1-6,8-1-20,14.86,3,1.144,0.013,1,4315.68,4315.51
9076,136,4-4-1,4-4-10,311.8,1.25,0.638,0.013,1,4725.91,4723.92
9120,136,1N-2-54,1N-2-106.2,33,3.5,2.97,0.013,1,4248.25,4247.27
9121,136,29-4-40,29-4-40.1,8.6,1.5,9.535,0.013,1,4488.08,4487.26
9137,136,23-2-16.1,23-2-11,250.1,1,4.398,0.013,1,4655.67,4644.67
9138,136,23-2-16.2,23-2-16.1,142.69,1,3.133,0.013,1,4660.17,4655.7
9139,136,23-2-16.3,23-2-16.2,303.48,1,0.966,0.013,1,4663.2,4660.27
9140,136,23-2-16.4,23-2-16.3,400.51,1,3.054,0.013,1,4675.59,4663.36
9141,136,23-2-16.5,23-2-16.4,328.89,1,2.019,0.013,1,4682.24,4675.6
9142,136,23-2-16.6,23-2-16.5,324.71,1,2.815,0.013,1,4691.5,4682.36
9143,136,23-2-16.7,23-2-16.6,58.1,1,1.704,0.013,1,4692.82,4691.83
9144,136,23-2-16.8,23-2-16.7,151.66,1,7.992,0.013,1,4704.98,4692.86
9145,136,23-2-16.9,23-2-16.8,168.28,1,52.953,0.013,1,4798.87,4709.76
9187,136,29-3-13,29-3-40,13.55,1.5,0.148,0.013,1,4453.9,4453.88
9189,136,32-4-1,32-4-42.1,7.5,1.5,0.667,0.013,1,4618.3,4618.25
9193,136,32-4-2,32-4-43,16.8,1.25,5.179,0.013,1,4615.4,4614.53
9234,136,4-4-114,4-4-114.1,84.15,1.75,4.872,0.013,1,4736.1,4732
9235,136,4-4-114.1,4-4-1,75.99,1.75,7.633,0.013,1,4731.8,4726
9254,136,23-2-9,23-2-17,110.4,0.67,0.716,0.013,1,4638.26,4637.47
9272,136,29-3-63,29-3-13,46.42,2,0.323,0.013,1,4454.09,4453.94
9273,136,29-3-65,29-3-63,28.05,2,0.464,0.013,1,4454.3,4454.17
9274,136,29-3-66,29-3-65,49.1,2,0.407,0.013,1,4454.91,4454.71
9276,136,29-3-67,29-3-66,255.59,2,0.939,0.013,1,4457.43,4455.03
9277,136,29-3-68,29-3-67,145.94,2,0.925,0.013,1,4458.97,4457.62
9278,136,29-3-69,29-3-68,112.93,2,0.912,0.013,1,4460.21,4459.18
9279,136,29-3-70,29-3-69,169.96,2,0.594,0.013,1,4461.43,4460.42
9282,136,28-2-95,29-3-70,339.06,2,1.489,0.013,1,4466.67,4461.62
9283,136,28-2-96,28-2-95,198.69,2,1.203,0.013,1,4469.17,4466.78
9284,136,28-1-83,28-2-96,236.85,2,1.258,0.013,1,4472.28,4469.3
9285,136,28-1-84,28-1-83,243.17,2,0.58,0.013,1,4473.78,4472.37
9286,136,28-1-85,28-1-84,139.48,2,0.337,0.013,1,4474.35,4473.88
9287,136,28-1-86,28-1-85,159.14,2,0.339,0.013,1,4475.05,4474.51
9288,136,28-1-87,28-1-86,66.34,2,1.07,0.013,1,4475.86,4475.15
9289,136,28-1-88,28-1-87,262.85,2,0.297,0.013,1,4476.86,4476.08
9290,136,28-1-89,28-1-88,60.2,2,8.206,0.013,1,4482.11,4477.17
9291,136,28-1-21,28-1-89,173.53,1.25,1.106,0.013,1,4484.21,4482.29
97,136,1N-2-25,1N-2-24,197.41,3.25,0.07,0.013,1,4246.31,4246.17
971,136,3-4-29,3-4-28,354.68,0.83,2.57,0.013,1,4829.34,4820.23
972,136,3-4-30,3-4-29,399.43,0.83,2.7,0.013,1,4840.19,4829.42
973,136,3-4-31,3-4-30,449.57,0.83,2.88,0.013,1,4853.66,4840.7
974,136,3-4-32,3-4-31,362.53,0.83,2.97,0.013,1,4864.46,4853.69
976,136,3-4-34,3-4-32,69.31,0.67,3.56,0.013,1,4867.1,4864.63
98,136,1N-2-26,1N-2-25,11.33,2.75,0,0.013,1,4246.31,4246.31
99,136,1N-2-27,1N-2-26,203.08,2.75,0.06,0.013,1,4246.45,4246.33
Link7034,136,1N-3-6.1,1N-3-16,6.8,4,,0.013,1,4250.78,4250.76
